affairs,affair_status,gender,age,yearsmarried,children,religiousness,education,occupation,rating,region,frequentflyer,income_level
3.0,No,male,17,14.0,yes,2.0,13.0,3.0,3.0,rural,no,"75,000 - 100000"
4.0,No,female,25,8.0,no,3.0,16.0,2.0,3.0,rural,no,25000 - 50000
1.0,No,female,26,7.0,yes,4.0,12.0,2.0,4.0,rural,no,50000 - 75000
4.0,No,female,37,9.0,yes,3.0,16.0,2.0,4.0,urban,no,100000 - 150000
4.0,No,female,41,17.0,no,4.0,17.0,7.0,3.0,urban,no,100000 - 150000
3.0,No,male,34,7.0,no,3.0,16.0,3.0,2.0,rural,yes,50000 - 75000
1.0,No,female,38,1.0,yes,4.0,18.0,6.0,6.0,urban,no,25000 - 50000
0.0,No,female,27,4.0,yes,3.0,14.0,6.0,4.0,rural,no,200000 or more
0.0,Yes,female,31,16.0,no,3.0,17.0,3.0,4.0,urban,no,"75,000 - 100000"
3.0,No,female,48,9.0,yes,2.0,18.0,2.0,5.0,rural,yes,25000 - 50000
4.0,Yes,male,37,11.0,yes,4.0,16.0,4.0,3.0,rural,yes,25000 - 50000
4.0,No,female,47,1.0,yes,1.0,18.0,3.0,4.0,rural,no,100000 - 150000
2.0,No,female,28,8.0,no,2.0,18.0,4.0,4.0,urban,yes,Under 25000
0.0,No,female,24,1.0,yes,2.0,16.0,1.0,4.0,urban,no,Under 25000
9.0,Yes,female,34,18.0,no,1.0,11.0,3.0,4.0,urban,yes,50000 - 75000
3.0,No,male,10,8.0,yes,4.0,12.0,4.0,4.0,rural,yes,25000 - 50000
3.0,Yes,male,27,12.0,no,3.0,17.0,4.0,4.0,urban,no,"150000 - 200,000"
1.0,No,male,50,7.0,yes,1.0,18.0,5.0,3.0,urban,yes,50000 - 75000
0.0,No,male,43,0.0,yes,3.0,18.0,8.0,3.0,urban,no,Under 25000
4.0,No,female,40,16.0,yes,4.0,16.0,1.0,2.0,rural,yes,200000 or more
4.0,No,male,45,4.0,yes,3.0,18.0,7.0,4.0,rural,yes,Under 25000
2.0,No,male,33,13.0,yes,3.0,16.0,3.0,3.0,urban,yes,Under 25000
0.0,No,male,31,13.0,no,4.0,15.0,4.0,2.0,rural,yes,100000 - 150000
2.0,No,male,15,16.0,yes,2.0,17.0,3.0,4.0,rural,yes,Under 25000
2.0,No,male,29,6.0,yes,3.0,18.0,6.0,4.0,urban,yes,"150000 - 200,000"
3.0,Yes,female,34,11.0,yes,2.0,12.0,5.0,3.0,urban,yes,Under 25000
2.0,No,female,34,5.0,yes,4.0,13.0,3.0,4.0,urban,no,25000 - 50000
1.0,Yes,female,44,10.0,no,4.0,15.0,6.0,5.0,rural,yes,"150000 - 200,000"
5.0,No,male,34,2.0,no,3.0,15.0,3.0,4.0,urban,yes,Under 25000
1.0,No,male,12,14.0,yes,1.0,17.0,4.0,3.0,rural,yes,25000 - 50000
2.0,No,female,32,0.0,yes,5.0,18.0,4.0,2.0,rural,no,Under 25000
0.0,No,female,32,1.0,no,5.0,19.0,6.0,6.0,rural,yes,25000 - 50000
0.0,No,female,42,9.0,yes,3.0,15.0,2.0,2.0,rural,yes,200000 or more
6.0,No,male,29,12.0,yes,4.0,17.0,1.0,4.0,urban,no,100000 - 150000
7.0,No,male,35,5.0,no,2.0,12.0,6.0,4.0,urban,yes,Under 25000
5.0,Yes,male,16,20.0,yes,4.0,19.0,2.0,4.0,urban,yes,100000 - 150000
0.0,No,female,27,7.0,yes,3.0,17.0,6.0,4.0,urban,no,50000 - 75000
8.0,Yes,male,7,17.0,yes,3.0,14.0,4.0,3.0,rural,yes,Under 25000
2.0,No,female,25,7.0,yes,2.0,15.0,3.0,4.0,urban,no,200000 or more
0.0,Yes,male,35,5.0,yes,3.0,15.0,3.0,3.0,rural,no,50000 - 75000
2.0,No,male,37,3.0,yes,3.0,13.0,3.0,3.0,urban,no,"150000 - 200,000"
2.0,No,male,31,3.0,yes,1.0,15.0,5.0,4.0,rural,yes,25000 - 50000
4.0,No,male,28,4.0,yes,1.0,12.0,4.0,3.0,rural,yes,25000 - 50000
6.0,No,female,5,5.0,yes,3.0,16.0,5.0,2.0,urban,no,50000 - 75000
7.0,No,female,23,17.0,yes,2.0,16.0,5.0,4.0,urban,no,200000 or more
1.0,Yes,male,30,12.0,yes,3.0,16.0,6.0,5.0,urban,no,200000 or more
2.0,Yes,female,27,7.0,no,3.0,15.0,4.0,4.0,rural,no,100000 - 150000
6.0,No,female,50,6.0,no,2.0,18.0,5.0,4.0,urban,yes,25000 - 50000
0.0,No,male,9,9.0,yes,3.0,16.0,2.0,4.0,urban,yes,"150000 - 200,000"
3.0,No,female,33,8.0,yes,3.0,17.0,3.0,5.0,rural,yes,25000 - 50000
1.0,Yes,female,35,6.0,yes,4.0,16.0,4.0,4.0,rural,no,"75,000 - 100000"
0.0,No,male,6,0.0,yes,3.0,12.0,5.0,4.0,rural,yes,50000 - 75000
2.0,No,male,20,10.0,yes,3.0,15.0,3.0,3.0,urban,no,"75,000 - 100000"
9.0,No,male,30,13.0,no,4.0,17.0,3.0,4.0,urban,no,100000 - 150000
1.0,Yes,male,22,3.0,yes,1.0,13.0,6.0,3.0,urban,no,"150000 - 200,000"
2.0,No,male,29,10.0,yes,3.0,12.0,5.0,4.0,rural,yes,"75,000 - 100000"
0.0,No,female,21,3.0,no,3.0,13.0,1.0,3.0,urban,yes,"75,000 - 100000"
1.0,No,female,45,8.0,no,3.0,15.0,2.0,4.0,rural,no,200000 or more
3.0,No,male,32,10.0,yes,0.0,19.0,4.0,2.0,urban,yes,"75,000 - 100000"
0.0,No,female,44,13.0,yes,4.0,16.0,7.0,2.0,urban,yes,"75,000 - 100000"
1.0,Yes,male,43,13.0,yes,4.0,13.0,4.0,3.0,urban,no,50000 - 75000
1.0,No,male,29,2.0,no,3.0,16.0,5.0,3.0,urban,no,200000 or more
1.0,No,male,29,1.0,yes,1.0,20.0,3.0,3.0,urban,no,100000 - 150000
5.0,Yes,female,43,7.0,yes,4.0,16.0,5.0,3.0,urban,yes,25000 - 50000
0.0,No,male,39,4.0,no,1.0,14.0,7.0,4.0,urban,no,100000 - 150000
1.0,Yes,female,42,10.0,no,4.0,12.0,5.0,2.0,rural,yes,100000 - 150000
4.0,No,female,20,11.0,yes,1.0,15.0,4.0,2.0,urban,no,Under 25000
1.0,No,female,26,12.0,yes,2.0,17.0,2.0,0.0,urban,no,50000 - 75000
6.0,Yes,female,35,11.0,yes,2.0,17.0,4.0,3.0,urban,yes,Under 25000
6.0,No,male,18,6.0,no,5.0,15.0,4.0,3.0,rural,no,"75,000 - 100000"
1.0,No,female,18,20.0,yes,3.0,16.0,2.0,3.0,urban,yes,100000 - 150000
3.0,No,male,46,9.0,yes,3.0,17.0,3.0,4.0,rural,no,"150000 - 200,000"
1.0,No,male,49,2.0,yes,3.0,21.0,2.0,3.0,rural,yes,Under 25000
0.0,No,female,49,5.0,yes,4.0,18.0,4.0,4.0,urban,no,Under 25000
4.0,Yes,female,33,14.0,yes,3.0,14.0,3.0,3.0,rural,yes,100000 - 150000
0.0,No,female,35,7.0,no,2.0,14.0,1.0,3.0,rural,yes,50000 - 75000
2.0,Yes,male,34,0.0,no,2.0,16.0,4.0,4.0,rural,no,200000 or more
1.0,No,male,23,11.0,yes,3.0,11.0,3.0,3.0,urban,yes,"75,000 - 100000"
1.0,No,male,21,9.0,yes,4.0,14.0,2.0,3.0,rural,no,200000 or more
2.0,No,female,22,10.0,yes,3.0,14.0,1.0,1.0,urban,yes,Under 25000
8.0,Yes,male,39,5.0,yes,1.0,16.0,3.0,3.0,urban,yes,"75,000 - 100000"
0.0,No,male,24,9.0,yes,3.0,17.0,3.0,2.0,rural,no,100000 - 150000
2.0,No,male,18,14.0,yes,2.0,10.0,6.0,3.0,rural,no,200000 or more
2.0,No,female,35,12.0,yes,2.0,14.0,5.0,5.0,urban,no,200000 or more
1.0,No,male,42,10.0,yes,5.0,14.0,4.0,4.0,urban,no,200000 or more
0.0,No,female,15,13.0,yes,4.0,18.0,4.0,3.0,urban,no,"150000 - 200,000"
3.0,No,male,21,11.0,yes,0.0,15.0,6.0,2.0,urban,yes,25000 - 50000
2.0,No,female,38,4.0,yes,2.0,16.0,2.0,5.0,rural,yes,25000 - 50000
3.0,No,female,26,11.0,no,4.0,16.0,3.0,4.0,urban,yes,Under 25000
0.0,No,male,15,7.0,yes,1.0,14.0,4.0,4.0,rural,no,200000 or more
1.0,No,female,34,8.0,yes,3.0,13.0,3.0,3.0,rural,no,"150000 - 200,000"
0.0,Yes,male,46,6.0,yes,2.0,14.0,5.0,3.0,rural,no,25000 - 50000
0.0,No,female,46,10.0,no,3.0,15.0,4.0,1.0,urban,no,"150000 - 200,000"
5.0,Yes,male,24,5.0,yes,3.0,17.0,4.0,3.0,urban,yes,50000 - 75000
5.0,No,female,10,14.0,yes,4.0,14.0,4.0,6.0,rural,no,"75,000 - 100000"
0.0,Yes,female,31,7.0,yes,3.0,19.0,4.0,4.0,urban,no,"150000 - 200,000"
3.0,No,male,38,1.0,yes,3.0,16.0,4.0,4.0,rural,yes,25000 - 50000
0.0,No,female,34,4.0,yes,3.0,14.0,4.0,3.0,urban,yes,Under 25000
5.0,No,male,26,0.0,no,2.0,12.0,6.0,4.0,urban,yes,"75,000 - 100000"
5.0,Yes,female,40,11.0,yes,4.0,18.0,3.0,4.0,urban,yes,"150000 - 200,000"
0.0,No,female,35,8.0,no,2.0,19.0,0.0,4.0,rural,yes,25000 - 50000
2.0,Yes,female,26,18.0,yes,4.0,15.0,2.0,2.0,rural,no,25000 - 50000
1.0,No,female,39,7.0,no,3.0,15.0,4.0,4.0,rural,no,25000 - 50000
6.0,No,male,32,3.0,yes,4.0,17.0,6.0,3.0,rural,no,100000 - 150000
2.0,Yes,female,34,14.0,no,3.0,12.0,3.0,4.0,urban,no,"150000 - 200,000"
0.0,No,female,18,7.0,yes,4.0,18.0,4.0,5.0,rural,yes,"150000 - 200,000"
3.0,No,female,43,5.0,yes,2.0,15.0,5.0,4.0,urban,no,"75,000 - 100000"
1.0,Yes,male,43,0.0,yes,4.0,18.0,3.0,4.0,rural,yes,"150000 - 200,000"
1.0,Yes,female,23,2.0,yes,3.0,13.0,0.0,4.0,urban,yes,50000 - 75000
2.0,No,male,21,3.0,yes,1.0,18.0,2.0,4.0,urban,no,100000 - 150000
1.0,No,female,51,17.0,yes,3.0,17.0,2.0,6.0,rural,no,100000 - 150000
2.0,No,female,50,10.0,no,3.0,18.0,5.0,5.0,rural,no,200000 or more
2.0,No,male,32,2.0,no,3.0,14.0,6.0,4.0,rural,no,200000 or more
0.0,No,female,19,11.0,yes,3.0,15.0,0.0,5.0,urban,yes,50000 - 75000
3.0,No,female,35,11.0,yes,4.0,11.0,2.0,3.0,urban,no,200000 or more
1.0,Yes,male,18,2.0,no,0.0,17.0,5.0,3.0,rural,no,Under 25000
